delay_ns,scope,scope_ordinal,regime,ng,metric,mean,median,q90,q95,q99,finite
110,partial_medium,2,id20,8,aleatoric,0.025731379074975847,0.02503232378512621,0.02985229194164276,0.03157302625477314,0.03512388177216053,True
110,partial_medium,2,id20,16,nmse_omitted_db,-19.428842140197755,-19.401679039001465,-18.782228660583495,-18.62288589477539,-18.30293790817261,True
110,partial_medium,2,id20,16,epistemic,0.004397927803453058,0.003903403994627297,0.006300125224515797,0.007316922675818204,0.010705440603196621,True
110,partial_medium,2,id20,16,aleatoric,0.04175288918614387,0.04043198190629482,0.04891095347702503,0.051583873108029366,0.05876269314438105,True
110,partial_medium,2,id20,32,nmse_omitted_db,-16.696926067352294,-16.69065570831299,-16.01580982208252,-15.785836791992187,-15.466365575790405,True
110,partial_medium,2,id20,32,epistemic,0.012143524993211032,0.010126216802746058,0.018504595011472703,0.023916444741189476,0.04655721969902514,True
110,partial_medium,2,id20,32,aleatoric,0.07483253368362784,0.0727514885365963,0.08790138363838196,0.0923563003540039,0.1058671423047781,True
110,partial_medium,2,id80,4,nmse_omitted_db,-24.29849750328064,-24.284680366516113,-23.740783309936525,-23.572152042388915,-23.305057277679445,True
110,partial_medium,2,id80,4,epistemic,0.001751621635281481,0.0016889130929484963,0.0022110330639407037,0.002395166212227195,0.0029094893671572208,True
110,partial_medium,2,id80,4,aleatoric,0.015100959612987935,0.014952038880437613,0.0168292049318552,0.01755880517885089,0.019031016137450934,True
110,partial_medium,2,id80,8,nmse_omitted_db,-21.773353162765503,-21.749204635620117,-21.244952964782716,-21.109466648101808,-20.89045705795288,True
